Date,Open,High,Low,Close,Adj Close,Volume
2003-01-06,59.924999,60.1875,56.875,57.262501,42.577824,4121520
2003-01-07,58,58.5,56.0625,56.599998,42.085228,2650800
2003-01-08,57.349998,59.150002,56.924999,58.625,43.590908,2648456
2003-01-09,59,60.150002,58.450001,59.200001,44.018459,2630400
2003-01-10,60,60,55.262501,55.575001,41.323071,1702816
2003-01-13,56.224998,56.75,54.25,56.137501,41.741329,2421496
2003-01-14,56.724998,58.625,56.5,56.887501,42.298977,2239360
2003-01-15,57.349998,58.625,57.025002,58.025002,43.144756,2759760
2003-01-16,58.462502,60.200001,57.525002,58.849998,43.758205,2842656
2003-01-17,58.125,59,57.275002,57.525002,42.773003,1284144
2003-01-20,57.25,57.474998,55.275002,55.6875,41.4067,928872
2003-01-21,55.762501,56.5625,54,54.237499,40.328564,1147240
2003-01-22,54.700001,55.75,54.075001,54.474998,40.505169,1081352
2003-01-23,53.75,54.474998,51.775002,52.474998,39.018047,1001872
2003-01-24,52.625,53.474998,49.887501,50.599998,37.623875,1436848
2003-01-27,48,49.974998,46.275002,47.075001,35.002842,916832
2003-01-28,48.137501,50.75,46.25,50.362499,37.447281,2043224
2003-01-29,50.525002,51.25,48.549999,48.9375,36.387711,1370440
2003-01-30,48.775002,51.099998,48.775002,49.6875,36.9454,1203464
2003-01-31,48.75,50.112499,48.174999,48.487499,36.05312,1083040
2003-02-03,48.8125,52.474998,48.625,52.1875,38.804272,1566808
2003-02-04,52.25,53.474998,50.012501,50.549999,37.5867,1311144
2003-02-05,49.75,50.5,48.837502,49.612499,36.889637,845080
2003-02-06,49.6875,50.900002,49.125,50.612499,37.633179,946624
2003-02-07,50.137501,51.912498,49.5625,50.125,37.270699,1023440
2003-02-10,49.5,50.224998,48.299999,48.462502,36.034527,449688
2003-02-11,48.5,49.737499,47.75,48.025002,35.709221,701960
2003-02-12,48.525002,48.75,47.025002,47.387501,35.23521,459064
2003-02-13,47.387501,47.387501,47.387501,47.387501,35.23521,0
2003-02-14,45.637501,47.849998,44.5625,44.987499,33.45068,790336
2003-02-17,46.25,48,45.787498,47.849998,35.57909,795272
2003-02-18,48.599998,49,47.325001,47.5625,35.365341,819688
2003-02-19,48.25,48.462502,47.412498,47.587502,35.383923,455960
2003-02-20,46.400002,47.737499,45.825001,47.4375,35.272381,542944
2003-02-21,47.5,47.950001,46.424999,46.612499,34.658958,494544
2003-02-24,47.737499,47.737499,46.5,46.900002,34.8727,326488
2003-02-25,45.387501,47,45.387501,45.799999,34.054813,264440
2003-02-26,46.275002,46.950001,44.650002,45,33.459976,422312
2003-02-27,44.75,46.450001,44.700001,45.6875,33.971169,280480
2003-02-28,47.387501,48.5,46.049999,48.049999,35.727814,694688
2003-03-03,46.275002,48.987499,46.275002,47.525002,35.337467,500896
2003-03-04,47,47,46,46.337502,34.454479,255760
2003-03-05,45.825001,47,44.9375,46.525002,34.593895,471552
2003-03-06,46.900002,46.900002,45,45.262501,33.65517,265080
2003-03-07,45.974998,45.974998,43.8125,44,32.716423,518664
2003-03-10,43.837502,44.25,40.375,41.025002,30.504347,346400
2003-03-11,40,43.450001,39.575001,42.012501,31.238609,497168
2003-03-12,43.174999,43.174999,41.200001,41.387501,30.773882,481872
2003-03-13,42.212502,42.724998,41,41.924999,31.173542,390112
2003-03-14,41.924999,41.924999,41.924999,41.924999,31.173542,0
2003-03-17,40.775002,43,40.275002,41.799999,31.080597,373856
2003-03-18,41.799999,41.799999,41.799999,41.799999,31.080597,0
2003-03-19,42.875,43.25,41.3125,41.712502,31.015535,374256
2003-03-20,41.875,43,41,42.724998,31.768383,537616
2003-03-21,42.724998,42.724998,42.724998,42.724998,31.768383,0
2003-03-24,43.375,43.75,41.25,41.587502,30.922586,328920
2003-03-25,42.474998,42.474998,40.125,40.987499,30.476454,351496
2003-03-26,42.25,42.25,40.125,40.799999,30.337036,260264
2003-03-27,40.474998,41,40,40.412498,30.048918,241056
2003-03-28,41.5,41.5,40,40.174999,29.872322,218000
2003-03-31,32.474998,39.712502,32.474998,38.387501,28.543207,230712
2003-04-01,null,null,null,null,null,null
2003-04-02,38.387501,38.387501,38.387501,38.387501,28.543207,0
2003-04-03,38.387501,38.387501,38.387501,38.387501,28.543207,0
2003-04-04,38.387501,38.387501,38.387501,38.387501,28.543207,0
2003-04-07,38.387501,38.387501,38.387501,38.387501,28.543207,0
2003-04-08,38.387501,38.387501,38.387501,38.387501,28.543207,0
2003-04-09,38.387501,38.387501,38.387501,38.387501,28.543207,0
2003-04-10,38.387501,38.387501,38.387501,38.387501,28.543207,0
2003-04-11,38.387501,38.387501,38.387501,38.387501,28.543207,0
2003-04-14,38.387501,38.387501,38.387501,38.387501,28.543207,0
2003-04-15,38.387501,38.387501,38.387501,38.387501,28.543207,0
2003-04-16,38.387501,38.387501,38.387501,38.387501,28.543207,0
2003-04-17,38.387501,38.387501,38.387501,38.387501,28.543207,0
2003-04-18,38.387501,38.387501,38.387501,38.387501,28.543207,0
2003-04-21,38.387501,38.387501,38.387501,38.387501,28.543207,0
2003-04-22,38.387501,38.387501,38.387501,38.387501,28.543207,0
2003-04-23,38.387501,38.387501,38.387501,38.387501,28.543207,0
2003-04-24,38.387501,38.387501,38.387501,38.387501,28.543207,0
2003-04-25,38.387501,38.387501,38.387501,38.387501,28.543207,0
2003-04-28,38.387501,38.387501,38.387501,38.387501,28.543207,0
2003-04-29,38.387501,38.387501,38.387501,38.387501,28.543207,0
2003-04-30,38.387501,38.387501,38.387501,38.387501,28.543207,0
2003-05-01,38.387501,38.387501,38.387501,38.387501,28.543207,0
2003-05-02,38.387501,38.387501,38.387501,38.387501,28.543207,0
2003-05-05,38.387501,38.387501,38.387501,38.387501,28.543207,0
2003-05-06,38.387501,38.387501,38.387501,38.387501,28.543207,0
